unique_id,cnn_intrsctn_pkey,intrsctn_grp,intrsctn_type,case_id_pkey,accident_year,collision_date,collision_time,time_cat,day_of_week,special_cond,primary_rd,secondary_rd,distance,direction,intersection,weather_1,weather_2,location_type,ramp_intersection,side_of_hwy,tow_away,collision_severity,number_killed,number_injured,party_count,primary_coll_factor,pcf_viol_category,hit_and_run,type_of_collision,mviw,ped_action,road_surface,road_cond_1,road_cond_2,lighting,control_device,truck_accident,alcohol_involved,stwd_vehtype_at_fault,chp_vehtype_at_fault,count_severe_inj,count_visible_inj,count_complaint_pain,count_ped_killed,count_ped_injured,primary_ramp,secondary_ramp,party_number_ckey,party_type,at_fault,party_sex,party_age,party_sobriety,party_drug_physical,dir_of_travel,party_safety_equip_1,party_safety_equip_2,sp_info_1,sp_info_2,sp_info_3,oaf_violation_code,oaf_viol_cat,oaf_viol_section,oaf_violation_suffix,oaf_1,oaf_2,party_number_killed,party_number_injured,move_pre_acc,vehicle_year,vehicle_make,stwd_vehicle_type,inattention,mv_involved,col_comb,dph_col_type,dph_col_grp
3613,24716000,0,INTERSECTIONS,3834817,2008,20080708,2016,D,2,0,MONTGOMERY ST,BUSH ST,0,,Y,A,-,,,,Y,3,0,5,5,A,17,N,B,-,-,A,H,-,B,A,,,A,1,0,3,2,0,3,-,-,2,1,N,F,36,A,-,S,M,G,-,3,-,-,-,,,N,-,0,1,E,2008,JAGUAR,A,,,1 2,E,BB
3614,24716000,0,INTERSECTIONS,1997773,2005,20050324,915,A,4,0,MONTGOMERY,BUSH ST,68,N,N,A,-,,,,N,3,0,1,2,A,11,N,D,B,D,A,H,-,A,A,,,N,,0,1,0,0,1,-,-,1,2,Y,F,17,A,-,E,-,-,-,-,-,-,-,,,G,-,0,1,-,,-,N,,,1 2,E,BB
3615,24716000,0,INTERSECTIONS,5342892,2011,20110909,1523,C,5,0,BUSH ST,MONTGOMERY ST,18,E,N,A,-,,,,N,4,0,1,2,A,11,N,G,B,D,A,H,-,A,A,,,N,60,0,0,1,0,1,-,-,2,1,N,F,44,A,-,E,M,G,-,-,-,-,-,,,N,-,0,0,B,1993,MAZDA,A,,,1 2,E,BB
3616,24716000,0,INTERSECTIONS,1997773,2005,20050324,915,A,4,0,MONTGOMERY,BUSH ST,68,N,N,A,-,,,,N,3,0,1,2,A,11,N,D,B,D,A,H,-,A,A,,,N,,0,1,0,0,1,-,-,2,1,N,M,56,A,-,S,-,-,-,-,-,-,-,,,G,-,0,0,B,2001,FORD,A,,,1 2,E,BB
3617,24720000,0,INTERSECTIONS,4542676,2009,20091226,2233,E,6,0,KEARNY,SUTTER,0,,Y,C,-,,,,N,4,0,1,2,A,9,N,G,B,B,B,H,-,C,A,,,-,-,0,0,1,0,1,-,-,2,2,N,M,38,A,-,S,-,-,-,-,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
3618,24720000,0,INTERSECTIONS,4847838,2010,20100801,1050,B,7,0,SUTTER ST,KEARNY ST,12,W,N,A,-,,,,N,3,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,-,- ,0,1,0,0,1,-,-,1,1,Y,M,48,A,-,W,M,B,-,3,-,-,-,,,-,-,0,0,E,2006,MERCURY,-,,,1 2,E,BB
3619,24720000,0,INTERSECTIONS,4854950,2010,20100823,1650,C,1,0,KEARRY ST,SUTTER ST,0,,Y,A,-,,,,N,3,0,1,2,D,0,N,G,B,B,A,H,-,A,A,,,-,- ,0,1,0,0,1,-,-,2,2,N,M,62,A,-,E,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
3620,24720000,0,INTERSECTIONS,2987860,2007,20070109,935,A,2,0,SUTTER ST,KEARNY ST,13,W,N,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,A,1,0,0,1,0,1,-,-,2,2,N,F,47,A,-,N,-,-,-,3,-,-,-,,,N,-,0,1,R,,-,N,,,1 2,E,BB
3621,24720000,0,INTERSECTIONS,3497557,2007,20071127,1930,D,2,0,KEARNY ST,SUTTER ST,31,S,N,A,-,,,,N,4,0,2,3,A,11,N,C,C,B,A,H,-,C,A,,Y,N,60,0,0,2,0,1,-,-,3,1,N,M,48,A,-,N,M,G,-,3,-,-,-,,,N,-,0,1,A,1998,VOLVO,A,,,1 2,E,BB
3622,24720000,0,INTERSECTIONS,5048362,2010,20101228,1721,C,2,0,SUTTER ST,KEARRY ST,8,W,N,C,-,,,,N,3,0,1,2,A,11,N,G,B,B,B,H,-,C,A,,,N,60,0,1,0,0,1,-,-,2,1,N,M,20,A,-,W,M,G,-,3,-,-,-,,,N,-,0,0,E,2006,ACURA,A,,,1 2,E,BB
3623,24720000,0,INTERSECTIONS,2987860,2007,20070109,935,A,2,0,SUTTER ST,KEARNY ST,13,W,N,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,A,1,0,0,1,0,1,-,-,1,1,Y,F,25,A,-,W,M,G,-,3,-,-,-,,,N,-,0,0,E,2003,INFINITI,A,,,1 2,E,BB
3624,24720000,0,INTERSECTIONS,5231016,2011,20110605,1708,C,7,0,SUTTER ST,KEARRY ST,8,W,N,B,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,A,1,0,0,1,0,1,-,-,2,2,N,M,53,A,-,N,-,-,-,3,-,-,-,,,N,-,0,1,R,,-,N,,,1 2,E,BB
3625,24720000,0,INTERSECTIONS,4847838,2010,20100801,1050,B,7,0,SUTTER ST,KEARNY ST,12,W,N,A,-,,,,N,3,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,-,- ,0,1,0,0,1,-,-,2,2,N,F,58,A,-,N,-,-,-,3,-,-,-,,,-,-,0,1,B,,-,N,,,1 2,E,BB
3626,24720000,0,INTERSECTIONS,5231016,2011,20110605,1708,C,7,0,SUTTER ST,KEARRY ST,8,W,N,B,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,A,1,0,0,1,0,1,-,-,1,1,Y,M,36,A,-,N,M,G,-,3,-,-,-,,,N,-,0,0,E,2008,FORD,A,,,1 2,E,BB
3627,24720000,0,INTERSECTIONS,2339921,2005,20051016,1430,C,7,0,SUTTER ST,KEARNY ST,91,W,N,A,-,,,,N,4,0,1,2,A,21,F,G,B,D,A,H,-,A,D,,,A,,0,0,1,0,1,-,-,2,2,N,F,36,A,-,N,-,-,-,-,-,,35,21950,B,A,-,0,1,-,,-,N,,,1 2,E,BB
3628,24720000,0,INTERSECTIONS,2339921,2005,20051016,1430,C,7,0,SUTTER ST,KEARNY ST,91,W,N,A,-,,,,N,4,0,1,2,A,21,F,G,B,D,A,H,-,A,D,,,A,,0,0,1,0,1,-,-,1,1,Y,M,998,-,-,E,-,-,-,-,-,-,-,,,N,-,0,0,G,,-,A,,,1 2,E,BB
3629,24720000,0,INTERSECTIONS,4542676,2009,20091226,2233,E,6,0,KEARNY,SUTTER,0,,Y,C,-,,,,N,4,0,1,2,A,9,N,G,B,B,B,H,-,C,A,,,-,-,0,0,1,0,1,-,-,1,1,Y,F,51,A,-,W,-,-,-,-,-,-,-,,,F,-,0,0,E,2009,PONTIAC,-,-,,1 2,E,BB
3630,24720000,0,INTERSECTIONS,5048362,2010,20101228,1721,C,2,0,SUTTER ST,KEARRY ST,8,W,N,C,-,,,,N,3,0,1,2,A,11,N,G,B,B,B,H,-,C,A,,,N,60,0,1,0,0,1,-,-,1,2,Y,M,31,A,-,N,-,-,-,3,-,-,-,,,N,-,0,1,-,,-,N,,,1 2,E,BB
3631,24720000,0,INTERSECTIONS,5590070,2012,20120210,1815,,5,0,KEARNY ST,SUTTER ST,0,,Y,C,-,,,,N,3,0,2,2,A,12,N,G,-,B,B,H,-,C,A,,,L,4,0,1,1,0,1,-,-,1,4,Y,M,31,A,-,N,-,-,-,3,-,-,-,,,N,-,0,1,A,,-,L,,,2 4,L,DD
3632,24720000,0,INTERSECTIONS,3196441,2007,20070418,100,E,3,0,SUTTER ST,KEARNY ST,0,,Y,A,-,,,,N,4,0,1,2,A,12,N,G,B,B,A,H,-,C,A,,Y,-,-,0,0,1,0,1,-,-,1,1,Y,M,998,G,G,W,-,-,-,-,-,-,-,,,N,-,0,0,B,,VOLVO,-,,,1 2,E,BB
3633,24720000,0,INTERSECTIONS,3497557,2007,20071127,1930,D,2,0,KEARNY ST,SUTTER ST,31,S,N,A,-,,,,N,4,0,2,3,A,11,N,C,C,B,A,H,-,C,A,,Y,N,60,0,0,2,0,1,-,-,1,2,Y,M,45,B,-,-,-,-,-,3,-,-,-,,,N,-,0,1,R,,-,N,,,1 2,E,BB
3634,24720000,0,INTERSECTIONS,4854950,2010,20100823,1650,C,1,0,KEARRY ST,SUTTER ST,0,,Y,A,-,,,,N,3,0,1,2,D,0,N,G,B,B,A,H,-,A,A,,,-,- ,0,1,0,0,1,-,-,1,1,N,M,28,A,-,N,P,G,-,3,-,-,-,,,N,-,0,0,E,2009,TOYOTA,A,,,1 2,E,BB
3635,24720000,0,INTERSECTIONS,3268904,2007,20070710,1400,B,2,0,KEARNY ST,SUTTER ST,0,,Y,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,-,-,0,0,1,0,1,-,-,1,1,Y,M,33,A,-,W,M,G,-,3,-,-,-,,,N,-,0,0,D,2003,FORD,-,,,1 2,E,BB
3636,24720000,0,INTERSECTIONS,3123939,2007,20070329,2040,D,4,0,KEARNY ST,SUTTER ST,28,N,N,A,-,,,,Y,3,0,1,2,A,11,N,G,B,D,A,H,-,C,A,,Y,N,60,0,1,0,0,1,-,-,2,1,N,M,23,A,-,N,M,G,-,3,-,,47,12500,A,A,-,0,0,B,1998,FORD,-,,,1 2,E,BB
3637,24720000,0,INTERSECTIONS,2484896,2006,20060118,734,A,3,0,KEARNY ST,SUTTER ST,0,,Y,C,-,,,,N,4,0,1,2,A,-,N,G,B,B,B,A,-,B,A,,,-,,0,0,1,0,1,-,-,1,2,Y,F,29,A,-,N,-,-,-,-,-,-,-,,,N,-,0,1,B,,-,-,,,1 2,E,BB
3638,24720000,0,INTERSECTIONS,2730344,2006,20060716,2250,E,7,0,SUTTER ST,KEARNY ST,0,,Y,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,C,A,,,-,-,0,0,1,0,1,-,-,1,1,Y,M,58,A,-,W,M,G,-,-,-,-,-,,,-,-,0,0,E,1991,FORD,-,,,1 2,E,BB
3639,24720000,0,INTERSECTIONS,5590070,2012,20120210,1815,,5,0,KEARNY ST,SUTTER ST,0,,Y,C,-,,,,N,3,0,2,2,A,12,N,G,-,B,B,H,-,C,A,,,L,4,0,1,1,0,1,-,-,2,2,N,F,28,A,-,W,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,2 4,L,DD
3640,24720000,0,INTERSECTIONS,3196441,2007,20070418,100,E,3,0,SUTTER ST,KEARNY ST,0,,Y,A,-,,,,N,4,0,1,2,A,12,N,G,B,B,A,H,-,C,A,,Y,-,-,0,0,1,0,1,-,-,2,2,N,M,35,B,-,S,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
3641,24720000,0,INTERSECTIONS,3268904,2007,20070710,1400,B,2,0,KEARNY ST,SUTTER ST,0,,Y,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,-,-,0,0,1,0,1,-,-,2,2,N,F,36,A,-,-,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
3642,24720000,0,INTERSECTIONS,2484896,2006,20060118,734,A,3,0,KEARNY ST,SUTTER ST,0,,Y,C,-,,,,N,4,0,1,2,A,-,N,G,B,B,B,A,-,B,A,,,-,,0,0,1,0,1,-,-,2,1,N,M,77,A,-,N,H,-,-,-,-,-,-,,,N,-,0,0,E,2004,FORD,-,,,1 2,E,BB
3643,24720000,0,INTERSECTIONS,3123939,2007,20070329,2040,D,4,0,KEARNY ST,SUTTER ST,28,N,N,A,-,,,,Y,3,0,1,2,A,11,N,G,B,D,A,H,-,C,A,,Y,N,60,0,1,0,0,1,-,-,1,2,Y,M,60,B,-,W,-,-,-,3,-,-,-,,,M,-,0,1,B,,-,N,,,1 2,E,BB
3644,24720000,0,INTERSECTIONS,3497557,2007,20071127,1930,D,2,0,KEARNY ST,SUTTER ST,31,S,N,A,-,,,,N,4,0,2,3,A,11,N,C,C,B,A,H,-,C,A,,Y,N,60,0,0,2,0,1,-,-,2,1,N,F,39,A,-,N,M,G,-,3,-,,30,21703,,A,-,0,0,B,2007,DODGE,A,,,1 2,E,BB
3645,24720000,0,INTERSECTIONS,3020588,2007,20070124,2340,E,3,0,KEARNY ST,SUTTER ST,7,S,N,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,C,A,,,I,11,0,0,1,0,1,-,-,2,2,N,F,20,A,-,W,-,-,-,3,-,-,-,,,N,-,0,1,-,,-,N,,,1 2,E,BB
3646,24720000,0,INTERSECTIONS,2730344,2006,20060716,2250,E,7,0,SUTTER ST,KEARNY ST,0,,Y,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,C,A,,,-,-,0,0,1,0,1,-,-,2,2,N,M,30,A,-,S,-,-,-,-,-,-,-,,,-,-,0,1,B,,-,N,,,1 2,E,BB
3647,24720000,0,INTERSECTIONS,3020588,2007,20070124,2340,E,3,0,KEARNY ST,SUTTER ST,7,S,N,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,C,A,,,I,11,0,0,1,0,1,-,-,1,1,Y,M,43,A,-,N,-,G,-,3,-,-,-,,,N,-,0,0,E,2003,FORD,I,,,1 2,E,BB
3648,24723000,0,INTERSECTIONS,4279163,2009,20090618,1230,B,4,0,KEARNY ST,HARDIE PL,36,S,N,A,-,,,,N,3,0,1,2,A,11,N,G,B,D,A,H,-,A,D,,,N,60,0,1,0,0,1,-,-,2,1,N,M,60,A,-,S,M,G,-,-,-,-,-,,,N,-,0,0,G,2007,INFINITI,-,,,1 2,E,BB
3649,24723000,0,INTERSECTIONS,4279163,2009,20090618,1230,B,4,0,KEARNY ST,HARDIE PL,36,S,N,A,-,,,,N,3,0,1,2,A,11,N,G,B,D,A,H,-,A,D,,,N,60,0,1,0,0,1,-,-,1,2,Y,M,68,A,-,W,-,-,-,-,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
3650,24724000,0,INTERSECTIONS,5684944,2012,20120309,610,,5,0,BUSH,KEARNY,0,,Y,A,-,,,,N,4,0,1,2,A,11,N,G,B,E,A,H,-,C,A,,,N,60,0,0,1,0,1,-,-,1,2,Y,M,21,G,G,E,-,-,-,3,-,-,-,,,M,-,0,1,B,,-,N,,,1 2,E,BB
3651,24724000,0,INTERSECTIONS,1995874,2005,20050303,1230,B,4,0,KEARNY ST,BUSH ST,0,,Y,A,-,,,,N,3,0,1,2,A,10,N,-,B,B,A,H,-,A,A,,,D,,0,1,0,0,1,-,-,2,2,N,F,36,G,G,W,-,-,-,-,-,-,-,,,-,-,0,1,B,,-,N,,,1 2,E,BB
3652,24724000,0,INTERSECTIONS,2106097,2005,20050620,1602,C,1,0,KEARNY ST,BUSH ST,8,N,N,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,A,1,0,0,1,0,1,-,-,2,2,N,M,34,A,-,W,-,-,-,-,-,-,-,,,N,-,0,1,-,,-,N,,,1 2,E,BB
3653,24724000,0,INTERSECTIONS,1995874,2005,20050303,1230,B,4,0,KEARNY ST,BUSH ST,0,,Y,A,-,,,,N,3,0,1,2,A,10,N,-,B,B,A,H,-,A,A,,,D,,0,1,0,0,1,-,-,1,1,Y,F,54,A,-,N,-,-,-,-,-,-,-,,,F,-,0,0,E,1989,FORD,D,-,,1 2,E,BB
3654,24724000,0,INTERSECTIONS,3730209,2008,20080329,1754,C,6,0,KEARNY ST,BUSH ST,0,,Y,A,-,,,,N,2,0,1,2,A,11,N,G,B,D,A,H,-,A,A,,,N,60,1,0,0,0,1,-,-,1,1,N,M,36,A,-,N,P,A,-,-,-,-,-,,,-,-,0,0,B,2001,OTHER - BUS,-,,,1 2,E,BB
3655,24724000,0,INTERSECTIONS,3703669,2008,20080220,830,A,3,0,KEARNY ST,BUSH ST,2,N,N,C,-,,,,N,4,0,1,2,A,11,N,G,B,B,B,H,-,A,A,,,N,60,0,0,1,0,1,-,-,2,1,N,F,62,A,-,N,M,G,-,3,-,-,-,,,N,-,0,0,B,2005,JEEP,-,,,1 2,E,BB
3656,24724000,0,INTERSECTIONS,5427526,2011,20111118,1715,C,5,0,BUSH ST,KEARNY ST,0,,Y,F,-,,,,N,4,0,1,2,D,0,N,G,B,B,-,H,-,-,A,,,-,-,0,0,1,0,1,-,-,1,1,N,M,998,G,G,-,B,-,-,-,-,-,-,,,N,-,0,0,D,,-,-,,,1 2,E,BB
3657,24724000,0,INTERSECTIONS,3703669,2008,20080220,830,A,3,0,KEARNY ST,BUSH ST,2,N,N,C,-,,,,N,4,0,1,2,A,11,N,G,B,B,B,H,-,A,A,,,N,60,0,0,1,0,1,-,-,1,2,Y,F,44,A,-,W,-,-,-,3,-,-,-,,,F,-,0,1,B,,-,N,-,,1 2,E,BB
3658,24724000,0,INTERSECTIONS,2625394,2006,20060227,1942,D,1,0,KEARNY ST,BUSH ST,0,,Y,C,-,,,,N,4,0,1,2,A,10,N,G,B,B,B,H,-,C,A,,,-,-,0,0,1,0,1,-,-,1,1,Y,F,61,A,-,N,M,G,-,-,-,-,-,,,N,-,0,0,E,1991,TOYOTA,-,,,1 2,E,BB
3659,24724000,0,INTERSECTIONS,5427526,2011,20111118,1715,C,5,0,BUSH ST,KEARNY ST,0,,Y,F,-,,,,N,4,0,1,2,D,0,N,G,B,B,-,H,-,-,A,,,-,-,0,0,1,0,1,-,-,2,2,N,M,75,H,H,N,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
3660,24724000,0,INTERSECTIONS,2625394,2006,20060227,1942,D,1,0,KEARNY ST,BUSH ST,0,,Y,C,-,,,,N,4,0,1,2,A,10,N,G,B,B,B,H,-,C,A,,,-,-,0,0,1,0,1,-,-,2,2,N,F,29,A,-,W,-,-,-,-,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
3661,24724000,0,INTERSECTIONS,3730209,2008,20080329,1754,C,6,0,KEARNY ST,BUSH ST,0,,Y,A,-,,,,N,2,0,1,2,A,11,N,G,B,D,A,H,-,A,A,,,N,60,1,0,0,0,1,-,-,2,2,Y,M,44,A,-,E,-,-,-,-,-,-,-,,,-,-,0,1,R,,-,N,,,1 2,E,BB
3662,24724000,0,INTERSECTIONS,9019183,2006,20060907,1627,C,4,0,KEARNY ST,BUSH ST,9,N,N,A,-,,,,N,3,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,A,1,0,1,0,0,1,-,-,2,2,N,F,76,A,-,E,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
3663,24724000,0,INTERSECTIONS,2818006,2006,20060920,835,A,3,0,KEARNY,BUSH ST,0,,Y,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,-,-,0,0,1,0,1,-,-,1,1,Y,M,39,A,-,N,M,C,-,3,-,-,-,,,E,-,0,0,E,1999,AUDI,-,,,1 2,E,BB
3664,24724000,0,INTERSECTIONS,5684944,2012,20120309,610,,5,0,BUSH,KEARNY,0,,Y,A,-,,,,N,4,0,1,2,A,11,N,G,B,E,A,H,-,C,A,,,N,60,0,0,1,0,1,-,-,2,1,N,M,37,A,-,N,M,G,-,3,-,-,-,,,-,-,0,0,B,2001,CHEVROLET,-,,,1 2,E,BB
3665,24724000,0,INTERSECTIONS,2829504,2006,20061004,625,A,3,0,BUSH ST,KEARNY ST,0,,Y,A,-,,,,N,3,0,1,2,A,10,N,G,B,B,A,H,-,C,A,,,-,-,0,1,0,0,1,-,-,1,1,Y,M,35,A,-,E,M,Y,-,3,-,-,-,,,N,-,0,0,B,1997,MITSUBISHI,-,,,1 2,E,BB
3666,24724000,0,INTERSECTIONS,2106097,2005,20050620,1602,C,1,0,KEARNY ST,BUSH ST,8,N,N,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,A,1,0,0,1,0,1,-,-,1,1,Y,F,54,A,-,N,M,G,-,-,-,-,-,,,N,-,0,0,E,1995,INFINITI,A,,,1 2,E,BB
3667,24724000,0,INTERSECTIONS,9019183,2006,20060907,1627,C,4,0,KEARNY ST,BUSH ST,9,N,N,A,-,,,,N,3,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,A,1,0,1,0,0,1,-,-,1,1,Y,M,53,A,-,N,M,H,-,3,-,-,-,,,N,-,0,0,E,2006,FORD,A,,,1 2,E,BB
3668,24724000,0,INTERSECTIONS,2818006,2006,20060920,835,A,3,0,KEARNY,BUSH ST,0,,Y,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,-,-,0,0,1,0,1,-,-,2,2,N,M,55,G,G,E,-,-,-,-,-,-,-,,,-,-,0,1,B,,-,N,,,1 2,E,BB
3669,24724000,0,INTERSECTIONS,2829504,2006,20061004,625,A,3,0,BUSH ST,KEARNY ST,0,,Y,A,-,,,,N,3,0,1,2,A,10,N,G,B,B,A,H,-,C,A,,,-,-,0,1,0,0,1,-,-,2,2,N,F,998,A,-,S,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
3670,24726000,0,INTERSECTIONS,4775289,2010,20100519,1930,D,3,0,MONTGOMERY ST,PINE ST,137,N,N,B,-,,,,N,3,0,1,2,A,11,N,G,B,D,A,H,-,A,A,,,N,60,0,1,0,0,1,-,-,2,1,N,M,34,A,-,S,P,W,-,-,-,-,-,,,N,-,0,0,B,2005,YAMAHA,-,,,1 2,E,BB
3671,24726000,0,INTERSECTIONS,4775289,2010,20100519,1930,D,3,0,MONTGOMERY ST,PINE ST,137,N,N,B,-,,,,N,3,0,1,2,A,11,N,G,B,D,A,H,-,A,A,,,N,60,0,1,0,0,1,-,-,1,2,Y,M,30,A,-,W,-,-,-,-,-,-,-,,,N,-,0,1,-,,-,N,,,1 2,E,BB
3672,24726000,0,INTERSECTIONS,2238735,2005,20050908,1730,C,4,0,MONTGOMERY ST,PINE ST,39,N,N,A,-,,,,N,3,0,1,2,A,-,N,G,B,D,A,H,-,A,A,,,N,60,0,1,0,0,1,-,-,1,2,Y,F,24,A,-,E,-,-,-,-,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
3673,24726000,0,INTERSECTIONS,1984357,2005,20050120,2314,E,4,0,MONTGOMERY,PINE,13,S,N,A,-,,,,Y,4,0,1,2,A,10,F,G,B,B,A,H,-,C,A,,,A,,0,0,1,0,1,-,-,1,1,Y,M,39,A,-,S,B,-,-,-,-,-,-,,,N,-,0,0,B,1992,CADILLAC,A,,,1 2,E,BB
3674,24726000,0,INTERSECTIONS,5066991,2011,20110130,1218,B,7,0,MONTGOMERY ST,PINE ST,0,,Y,B,-,,,,N,4,0,1,3,A,7,N,B,B,B,A,H,-,A,A,,,-,-,0,0,1,0,1,-,-,1,1,Y,M,42,A,-,S,M,G,-,3,-,-,-,,,G,-,0,0,J,2001,BMW,-,,,1 2,E,BB
3675,24726000,0,INTERSECTIONS,2238735,2005,20050908,1730,C,4,0,MONTGOMERY ST,PINE ST,39,N,N,A,-,,,,N,3,0,1,2,A,-,N,G,B,D,A,H,-,A,A,,,N,60,0,1,0,0,1,-,-,2,1,N,M,47,A,-,S,-,-,-,-,-,-,-,,,N,-,0,0,B,1991,NISSAN,-,,,1 2,E,BB
3676,24726000,0,INTERSECTIONS,5066991,2011,20110130,1218,B,7,0,MONTGOMERY ST,PINE ST,0,,Y,B,-,,,,N,4,0,1,3,A,7,N,B,B,B,A,H,-,A,A,,,-,-,0,0,1,0,1,-,-,3,2,N,F,77,A,-,S,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
3677,24726000,0,INTERSECTIONS,5066991,2011,20110130,1218,B,7,0,MONTGOMERY ST,PINE ST,0,,Y,B,-,,,,N,4,0,1,3,A,7,N,B,B,B,A,H,-,A,A,,,-,-,0,0,1,0,1,-,-,2,1,N,M,48,A,-,S,M,G,-,3,-,-,-,,,N,-,0,0,B,2006,FORD,-,,,1 2,E,BB
3678,24726000,0,INTERSECTIONS,1984357,2005,20050120,2314,E,4,0,MONTGOMERY,PINE,13,S,N,A,-,,,,Y,4,0,1,2,A,10,F,G,B,B,A,H,-,C,A,,,A,,0,0,1,0,1,-,-,2,2,N,F,44,A,-,E,-,-,-,-,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
3679,24729000,0,INTERSECTIONS,5477564,2011,20111206,710,A,2,0,CALIFORNIA ST,MONTGOMERY ST,19,W,N,A,-,,,,N,4,0,2,2,A,-,N,G,B,B,A,H,-,A,A,,,L,4,0,0,2,0,1,-,-,1,4,Y,M,8,A,-,-,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,L,,,2 4,L,DD
3680,24729000,0,INTERSECTIONS,4985006,2011,20110101,200,E,6,0,CALIFORNIA,MONTGOMERY,0,,Y,C,-,,,,N,4,0,1,2,A,21,F,G,B,E,B,H,-,C,-,,Y,-,-,0,0,1,0,1,-,-,2,2,N,M,33,B,-,-,-,-,-,3,-,,35,21956,A,A,-,0,1,R,,-,N,,,1 2,E,BB
3681,24729000,0,INTERSECTIONS,4985006,2011,20110101,200,E,6,0,CALIFORNIA,MONTGOMERY,0,,Y,C,-,,,,N,4,0,1,2,A,21,F,G,B,E,B,H,-,C,-,,Y,-,-,0,0,1,0,1,-,-,1,1,Y,M,998,G,G,E,-,-,-,3,-,,53,22106,,A,-,0,0,A,,-,-,,,1 2,E,BB
3682,24729000,0,INTERSECTIONS,5477564,2011,20111206,710,A,2,0,CALIFORNIA ST,MONTGOMERY ST,19,W,N,A,-,,,,N,4,0,2,2,A,-,N,G,B,B,A,H,-,A,A,,,L,4,0,0,2,0,1,-,-,2,2,N,M,51,A,-,N,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,2 4,L,DD
3683,24729000,0,INTERSECTIONS,2183790,2005,20050812,1405,C,5,0,MONTGOMERY,CALIFORNIA ST,0,,Y,A,-,,,,Y,3,0,1,2,A,11,N,A,B,D,A,H,-,A,D,,,N,60,0,1,0,0,1,-,-,1,2,Y,M,998,G,G,E,-,-,-,-,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
3684,24729000,0,INTERSECTIONS,2183790,2005,20050812,1405,C,5,0,MONTGOMERY,CALIFORNIA ST,0,,Y,A,-,,,,Y,3,0,1,2,A,11,N,A,B,D,A,H,-,A,D,,,N,60,0,1,0,0,1,-,-,2,1,N,M,29,A,-,S,-,-,-,-,-,-,-,,,N,-,0,0,B,2002,HONDA,-,,,1 2,E,BB
3685,24729000,0,INTERSECTIONS,2079354,2005,20050603,1859,D,5,0,CALIFORNIA ST,MONTGOMERY ST,36,E,N,A,-,,,,N,4,0,1,2,A,3,N,G,B,E,A,H,-,A,D,,,A,7,0,0,1,0,1,-,-,1,1,Y,F,33,A,-,E,M,G,-,3,-,-,-,,,N,-,0,0,K,2000,CHEVROLET,A,,,1 2,E,BB
3686,24729000,0,INTERSECTIONS,4315226,2009,20090712,1010,B,7,0,CALIFORNIA ST,MONTGOMERY ST,121,W,N,A,-,,,,N,4,0,1,2,A,11,N,G,B,E,A,H,-,A,D,,,N,60,0,0,1,0,1,-,-,1,2,Y,F,36,A,-,N,-,-,-,3,-,-,-,,,F,-,0,1,R,,-,N,-,,1 2,E,BB
