A,B,FT,STREETNAME,TYPE,MTYPE,DISTANCE,LANE_AM,LANE_OP,LANE_PM,EA_PCE,AM_PCE,MD_PCE,PM_PCE,EV_PCE,DAY_PCE
26595000,26594000,4,STEINER,ST,SF,0.07,1,1,1,39.08916,263.75494,777.38617,408.15179,368.81491,1857.19702
26596000,26594000,4,GEARY,BLVD,SF,0.05,1,1,1,44.705,161.41461,309.35385,124.77763,263.43973,903.6908
26596000,26597000,11,AVERY,ST,SF,0.04,1,1,1,17.01612,64.59369,185.0963,130.88873,143.6199,541.21472
26597000,26592000,4,POST,ST,SF,0.05,2,2,2,0.945,12.88647,41.25451,11.47568,7.90536,74.46701
26597000,26614000,4,POST,ST,SF,0.05,1,1,1,18.94112,75.26226,222.44218,173.02165,173.20546,662.87268
26598000,26531000,7,BUSH,ST,SF,0.09,3,3,3,203.87126,3505.85303,7015.04736,2897.06738,2383.41382,16005.25293
26598000,26600000,12,WEBSTER,ST,SF,0.07,2,2,2,50.83636,990.58075,2646.56299,1036.71082,991.60565,5716.29639
26598000,26603000,4,WEBSTER,ST,SF,0.03,1,1,1,184.18903,919.297,2209.34009,973.72089,1218.27539,5504.82227
26600000,26524000,4,SUTTER,ST,SF,0.0887,1,1,1,48,60,78,60,51,297
26600000,26591000,12,WEBSTER,ST,SF,0.07,2,2,2,53.81176,1004.43243,2686.67725,1057.67444,1014.97058,5817.56641
26600000,26598000,12,WEBSTER,ST,SF,0.07,2,2,2,224.10661,1180.42407,3354.34814,1457.01843,1663.73047,7879.62793
26600000,30064000,4,SUTTER,ST,SF,0.04,2,2,2,36.6,60.20099,102.99937,75.76765,60.04365,335.61166
26602000,26603000,11,WILMOT,ST,SF,0.09,1,1,1,0.255,7.93937,2.89821,1.63925,2.44571,15.17754
26602000,26608000,4,FILLMORE,ST,SF,0.03,1,1,1,134.19984,928.76086,2238.54199,1056.64075,1009.82806,5367.97168
26602000,26609000,4,FILLMORE,ST,SF,0.03,1,1,1,101.60032,651.65662,2178.80664,918.43164,721.8606,4572.35596
26603000,26598000,4,WEBSTER,ST,SF,0.03,1,1,1,41.04417,806.1051,2197.42896,923.92523,767.77325,4736.27686
26603000,26604000,4,WEBSTER,ST,SF,0.03,1,1,1,184.44402,927.23639,2212.23828,975.36011,1220.72107,5520
26604000,26603000,4,WEBSTER,ST,SF,0.03,1,1,1,41.04417,806.1051,2197.42896,923.92523,767.77325,4736.27686
26604000,26605000,4,WEBSTER,ST,SF,0.07,1,1,1,152.17351,776.14294,2061.35571,1005.47205,946.42523,4941.56934
26604000,26606000,7,PINE,ST,SF,0.05,3,3,3,198.07387,1437.1969,5514.31152,3366.91821,3159.07861,13675.5791
26605000,26534000,7,CALIFORNIA,ST,SF,0.09,2,2,2,538.71338,2258.75293,3880.79858,1483.18787,2269.36475,10430.81738
26605000,26604000,4,WEBSTER,ST,SF,0.07,1,1,1,67.81631,823.90173,2349.12598,973.01892,804.86987,5018.73291
26605000,26610000,7,CALIFORNIA,ST,SF,0.05,2,2,2,226.47049,703.62238,3084.97314,1986.20203,2082.62671,8083.89453
26605000,26647000,11,WEBSTER,ST,SF,0.06,1,1,1,452.46198,740.66876,1744.90222,769.73376,1457.19629,5164.96289
26606000,26609000,7,PINE,ST,SF,0.05,3,3,3,198.07387,1397.18274,5457.88379,3463.15869,3195.47656,13711.77539
26606000,26610000,11,ORBEN,PL,SF,0.07,1,1,1,0,78.65466,233.91449,14.93323,0,327.50238
26607000,26592000,4,FILLMORE,ST,SF,0.07,1,1,1,66.49704,390.24316,1336.6803,856.29083,544.77991,3194.49121
26607000,26608000,4,FILLMORE,ST,SF,0.07,1,1,1,95.40678,594.51172,1924.34668,916.32251,644.90222,4175.48975
26607000,26628000,4,SUTTER,ST,SF,0.09,1,1,1,21.80872,44.5333,79.18158,54.92513,41.60762,242.05635
26607000,30064000,4,SUTTER,ST,SF,0.06,1,1,1,48,60,78,60,51,297
26608000,26602000,4,FILLMORE,ST,SF,0.03,1,1,1,90.97457,731.04913,2305.65527,1045.87683,688.37354,4861.9292
26608000,26607000,4,FILLMORE,ST,SF,0.07,1,1,1,99.05077,427.68433,1383.65076,891.01025,625.24579,3426.64185
26608000,30063000,7,BUSH,ST,SF,0.06,3,3,3,207.26683,3435.00049,6523.35303,2639.2085,2371.81738,15176.64648
26609000,26602000,4,FILLMORE,ST,SF,0.03,1,1,1,123.02151,908.80164,2077.9707,938.84485,821.52692,4870.16553
26609000,26611000,4,FILLMORE,ST,SF,0.07,1,1,1,93.65406,515.13928,1620.05078,778.73334,589.56757,3597.14502
26609000,26631000,7,PINE,ST,SF,0.09,3,3,3,175.48352,1489.8656,6149.25732,3811.06787,3600.19531,15225.86914
26610000,26605000,7,CALIFORNIA,ST,SF,0.05,2,2,2,391.11401,2287.56006,4295.39697,1638.26526,2135.24072,10747.57715
26610000,26606000,11,ORBEN,PL,SF,0.07,1,1,1,0,38.64054,177.48669,111.17384,36.39797,363.69904
26610000,26611000,7,CALIFORNIA,ST,SF,0.05,2,2,2,226.47049,743.63647,3141.40088,1889.96143,2046.22876,8047.69824
26611000,26609000,4,FILLMORE,ST,SF,0.07,1,1,1,92.48489,864.9671,2210.58887,1147.05554,1093.95264,5409.04883
26611000,26610000,7,CALIFORNIA,ST,SF,0.05,2,2,2,391.11401,2287.56006,4295.39697,1638.26526,2135.24072,10747.57715
26611000,26633000,7,CALIFORNIA,ST,SF,0.09,2,2,2,241.89835,1071.07666,4273.11523,2584.95044,2579.95044,10750.99121
26611000,26639000,4,FILLMORE,ST,SF,0.06,1,1,1,97.14683,961.81848,2541.90381,1178.15576,1242.25696,6021.28174
26612000,26068000,11,PIERCE,ST,SF,0.07,1,1,1,8.27902,46.94036,130.78929,70.53593,82.17726,338.72186
26612000,26593000,11,ELLIS,ST,SF,0.09,1,1,1,0.285,16.68012,56.11214,22.83315,2.55429,98.46468
26612000,26613000,11,PIERCE,ST,SF,0.06,1,1,1,0,0.07169,2.24278,0.77643,0.4003,3.49119
26612000,26616000,11,ELLIS,ST,SF,0.09,1,1,1,3.04321,22.74555,127.6759,119.05262,52.20962,324.7269
26613000,26612000,11,PIERCE,ST,SF,0.06,1,1,1,0,0,0,0,0,0
26613000,26619000,11,O FARRELL,ST,SF,0.09,1,1,1,0,0.07169,2.24278,0.77643,0.4003,3.49119
26614000,26594000,4,STEINER,ST,SF,0.06,1,1,1,53.38845,635.64142,1616.12292,764.57733,696.90918,3766.6394
26614000,26597000,4,POST,ST,SF,0.05,2,2,2,0.945,12.88647,41.25451,11.47568,7.90536,74.46701
26614000,26615000,4,POST,ST,SF,0.09,1,1,1,19.94362,89.89931,259.85587,133.47473,170.67374,673.84729
26614000,26628000,11,STEINER,ST,SF,0.07,1,1,1,9.39086,150.18631,444.38513,306.11548,100.9734,1011.05121
26615000,26614000,4,POST,ST,SF,0.09,1,1,1,19.44153,87.43272,266.7507,125.92233,183.03302,682.58032
26615000,26622000,4,POST,ST,SF,0.09,1,1,1,8.99893,52.70217,173.99278,90.81054,114.08043,440.58484
26615000,26626000,11,PIERCE,ST,SF,0.07031,1,1,1,9.69451,51.66426,174.38281,73.5137,109.64415,418.89944
26616000,26075000,11,SCOTT,ST,SF,0.06,1,1,1,9.80917,76.44106,211.95976,154.92107,124.32348,577.45453
26616000,26612000,11,ELLIS,ST,SF,0.09,1,1,1,3.34393,35.13838,61.04657,26.96828,31.81968,158.31683
26616000,26617000,11,ELLIS,ST,SF,0.05,1,1,1,1.125,3.97617,51.67232,70.51917,5.96042,133.25308
26616000,26619000,11,SCOTT,ST,SF,0.07,1,1,1,7.79297,69.60892,738.21588,219.83398,76.72,1112.17175
26617000,26616000,11,ELLIS,ST,SF,0.05,1,1,1,0.39,3.16793,10.07799,5.97928,3.735,23.3502
26617000,26620000,11,BEIDEMAN,ST,SF,0.07,1,1,1,0,0,0,0,0,0
26617000,26800000,11,ELLIS,ST,SF,0.05,1,1,1,1.125,3.97617,51.67232,70.51917,5.96042,133.25308
26618000,26594000,15,GEARY,BLVD,SF,0.19,4,4,4,974.41113,5136.39844,10778.43262,4750.00879,6949.3623,28588.61328
26618000,26619000,11,SCOTT,ST,SF,0.07,1,1,1,11.55164,86.51229,195.36743,127.61739,107.86788,528.91663
26618000,26621000,15,GEARY,BLVD,SF,0.1,3,3,3,604.98297,2831.94922,8716.26172,4946.76953,6143.39453,23243.35742
26618000,26622000,4,SCOTT,ST,SF,0.06,1,1,1,37.00784,217.71234,1140.35168,738.68152,586.39789,2720.15137
26619000,26613000,11,O FARRELL,ST,SF,0.09,1,1,1,0,0,0,0,0,0
26619000,26616000,11,SCOTT,ST,SF,0.07,1,1,1,7.89096,57.67167,135.95618,106.38761,78.07427,385.98068
26619000,26618000,11,SCOTT,ST,SF,0.07,1,1,1,10.70429,83.95061,793.65637,247.5054,112.51392,1248.33057
26619000,26620000,11,O FARRELL,ST,SF,0.05,1,1,1,0.0925,0.20919,4.27847,0.91393,0.9403,6.43438
26620000,26617000,11,BEIDEMAN,ST,SF,0.07,1,1,1,0,0,0,0,0,0
26620000,26619000,11,O FARRELL,ST,SF,0.05,1,1,1,0.03,1.79481,2.41429,1.02516,0.29,5.55426
26620000,26802000,11,O FARRELL,ST,SF,0.05,1,1,1,0.0925,0.20919,4.27847,0.91393,0.9403,6.43438
26621000,26618000,15,GEARY,BLVD,SF,0.1,3,3,3,866.37457,4293.47461,9337.98047,4060.1167,5732.91309,24290.85938
26621000,26623000,12,DIVISADERO,ST,SF,0.07,2,2,2,303.99118,1436.93652,3955.24072,1664.08533,2729.98901,10090.24316
26621000,26761000,15,GEARY,BLVD,SF,0.045,3,3,3,619.62201,3083.29419,9810.03418,5547.56934,6575.54199,25636.0625
26621000,26802000,7,DIVISADERO,ST,SF,0.06,2,2,2,205.27576,1558.56079,4401.07959,2202.07202,2009.02979,10376.01758
26622000,26615000,4,POST,ST,SF,0.09,1,1,1,10.0925,60.61433,176.12538,74.57049,90.55595,411.95865
26622000,26618000,4,SCOTT,ST,SF,0.06,1,1,1,122.46721,949.45502,1692.88354,844.44897,1363.93311,4973.18799
26622000,26623000,4,POST,ST,SF,0.09,1,1,1,7.36143,33.71515,130.86974,217.48112,78.53955,467.96698
26622000,26625000,11,SCOTT,ST,SF,0.06,1,1,1,36.76284,215.62167,1137.62903,597.8291,582.92871,2570.77124
26623000,26622000,4,POST,ST,SF,0.09,1,1,1,9.6075,84.46689,288.03595,157.80177,84.47683,624.38892
26623000,26624000,12,DIVISADERO,ST,SF,0.07,2,2,2,214.39029,1160.63721,3330.40405,1616.44482,2316.57031,8638.44629
26623000,26805000,12,DIVISADERO,ST,SF,0.03,2,2,2,222.53055,1382.54004,3790.69043,1809.5542,2152.70972,9358.02539
26623000,26807000,4,POST,ST,SF,0.03,1,1,1,79.91067,330.27933,1010.19104,354.06979,552.97614,2327.427
26624000,26623000,12,DIVISADERO,ST,SF,0.07,2,2,2,160.16722,1258.69653,3454.72241,1598.39355,1663.31104,8135.29053
26624000,26625000,11,SUTTER,ST,SF,0.09,1,1,1,18,32.81984,41.2663,30,0,122.08614
26624000,26809000,11,SUTTER,ST,SF,0.09,1,1,1,48.465,35.4018,119.50469,76.7576,3.91159,284.04068
26624000,26810000,12,DIVISADERO,ST,SF,0.07,2,2,2,159.17514,1057.77771,3086.92456,1516.98584,2184.61279,8005.47607
26625000,26622000,11,SCOTT,ST,SF,0.06,1,1,1,121.06971,904.52472,1535.12732,747.03583,1331.0022,4638.75977
26625000,26624000,11,SUTTER,ST,SF,0.09,1,1,1,18.06,33.05722,46.75791,36.19577,0.55087,134.62177
26625000,26626000,11,SUTTER,ST,SF,0.0909,1,1,1,18.23,30.90551,42.11956,31.59875,1.085,123.93882
26625000,26627000,11,SCOTT,ST,SF,0.07,1,1,1,26.22034,151.97314,985.11578,533.46191,495.85699,2192.62817
26626000,26615000,11,PIERCE,ST,SF,0.07031,1,1,1,11.25299,58.971,208.65193,81.8841,104.22627,464.9863
26626000,26625000,11,SUTTER,ST,SF,0.0909,1,1,1,19.7025,34.97651,61.91043,46.26498,13.50262,176.35704
26626000,26628000,11,SUTTER,ST,SF,0.0891,1,1,1,18.23,31.4554,42.41812,31.56013,1.085,124.74866
26626000,26632000,11,PIERCE,ST,SF,0.0697,1,1,1,9.69451,51.66426,174.37819,73.49493,109.64415,418.87604
26627000,26625000,11,SCOTT,ST,SF,0.07,1,1,1,105.22572,870.51495,1413.10217,676.3512,1173.06421,4238.2583
26627000,26632000,7,BUSH,ST,SF,0.09,3,3,3,143.12465,2871.14429,5798.54199,2471.78394,1850.99585,13135.59082
26627000,26642000,11,SCOTT,ST,SF,0.07,1,1,1,37.97826,231.84177,1073.59851,564.98846,592.98645,2501.39355
26628000,26607000,4,SUTTER,ST,SF,0.09,1,1,1,18.23,30.89115,41.92094,31.56013,1.085,123.68723
26628000,26614000,11,STEINER,ST,SF,0.07,1,1,1,34.89192,558.97351,1375.70605,620.35144,510.72693,3100.6499
26628000,26626000,11,SUTTER,ST,SF,0.0891,1,1,1,19.8375,39.1892,78.38687,54.13347,16.92278,208.46982
26628000,26629000,11,STEINER,ST,SF,0.07,1,1,1,9.39086,150.18631,444.38513,306.50082,100.9734,1011.43652
26629000,26608000,7,BUSH,ST,SF,0.09,3,3,3,167.68555,3070.46143,6049.77051,2603.13232,2030.70654,13921.75586
26629000,26628000,11,STEINER,ST,SF,0.07,1,1,1,32.9207,553.06512,1374.41418,619.94513,486.04208,3066.38721
26629000,26630000,11,STEINER,ST,SF,0.03,1,1,1,10.57408,151.65268,552.79041,336.81772,117.26677,1169.10168
26630000,26602000,11,WILMOT,ST,SF,0.09,1,1,1,0,0,0,0,0,0
26630000,26629000,11,STEINER,ST,SF,0.03,1,1,1,28.71844,591.65875,1316.11145,588.31183,412.24176,2937.04224
26630000,26631000,11,STEINER,ST,SF,0.03,1,1,1,10.57408,151.65268,552.79041,336.81772,117.26677,1169.10168
26631000,26630000,11,STEINER,ST,SF,0.03,1,1,1,28.71844,591.65875,1316.11145,588.31183,412.24176,2937.04224
26631000,26633000,11,STEINER,ST,SF,0.07,1,1,1,26.32642,191.45407,844.55402,442.46542,292.55771,1797.35767
26631000,26634000,7,PINE,ST,SF,0.09,3,3,3,161.21159,1477.85535,5981.79004,3834.05933,3637.83057,15092.74707
26632000,26626000,11,PIERCE,ST,SF,0.0697,1,1,1,11.11799,55.3082,192.46944,73.95823,100.80611,433.65997
26632000,26629000,7,BUSH,ST,SF,0.09,3,3,3,173.07101,3033.33398,6216.47852,2665.08276,2120.80029,14208.7666
26632000,26634000,11,PIERCE,ST,SF,0.07,1,1,1,3.4238,22.70537,78.03495,39.7763,55.52963,199.47005
26633000,26611000,7,CALIFORNIA,ST,SF,0.09,2,2,2,373.49658,2514.77612,5077.12598,2109.17871,2557.44434,12632.02148
26633000,26631000,11,STEINER,ST,SF,0.07,1,1,1,30.19887,605.16193,1339.05945,600.37183,549.01776,3123.80981
26633000,26635000,11,STEINER,ST,SF,0.03,1,1,1,78.6731,377.02884,1364.47754,713.21558,578.66156,3112.05664
26633000,26640000,7,CALIFORNIA,ST,SF,0.09,2,2,2,252.3866,1143.89197,4264.82813,2577.47363,2447.23535,10685.81543
26634000,26632000,11,PIERCE,ST,SF,0.07,1,1,1,34.79364,188.53914,514.06311,233.53831,316.49594,1287.43018
26634000,26640000,11,PIERCE,ST,SF,0.07,1,1,1,5.44838,55.42618,272.7753,159.37474,82.9998,576.02441
26634000,26642000,7,PINE,ST,SF,0.09,3,3,3,119.15423,1294.5177,5886.78613,3710.77661,3278.63574,14289.87012
26635000,26633000,11,STEINER,ST,SF,0.03,1,1,1,66.92378,711.76746,1725.53516,783.76001,555.9458,3843.93213
26635000,26637000,11,STEINER,ST,SF,0.03,1,1,1,78.6731,377.02884,1364.47754,713.21558,578.66156,3112.05664
26635000,26644000,11,PERINE,PL,SF,0.09,1,1,1,0,0,0,0,0,0
26636000,26637000,11,STEINER,ST,SF,0.06,1,1,1,48.92378,609.38171,1570.00781,681.6214,470.9458,3380.88062
26636000,26645000,11,CLAY,ST,SF,0.09,1,1,1,6.23174,48.36624,165.56824,123.30421,84.60007,428.0705
26636000,26648000,11,CLAY,ST,SF,0.09,1,1,1,5.70953,103.86915,234.90407,70.42061,61.01598,475.91934
26636000,26668000,11,STEINER,ST,SF,0.06,1,1,1,47.16453,285.4675,1233.97668,620.0412,510.02072,2696.67065
26637000,26635000,11,STEINER,ST,SF,0.03,1,1,1,66.92378,711.76746,1725.53516,783.76001,555.9458,3843.93213
26637000,26636000,11,STEINER,ST,SF,0.06,1,1,1,42.6731,274.16882,1208.47754,610.35559,493.66159,2629.33667
26637000,26638000,11,SACRAMENTO,ST,SF,0.09,1,1,1,1.305,5.21643,21.42247,35.70365,11.85519,75.50275
26637000,26639000,11,SACRAMENTO,ST,SF,0.09,1,1,1,37.445,135.20116,197.66467,117.37873,97.38736,585.0769
26638000,26637000,11,SACRAMENTO,ST,SF,0.09,1,1,1,1.445,31.187,39.81716,13.72627,12.3367,98.51213
26638000,26644000,11,PIERCE,ST,SF,0.03,1,1,1,22.77041,167.66774,347.79697,199.62428,210.14418,948.0036
26638000,26645000,11,PIERCE,ST,SF,0.06,1,1,1,17.87385,99.43385,310.33704,194.66783,217.75677,840.06934
26638000,26820000,11,SACRAMENTO,ST,SF,0.09,1,1,1,1.305,5.21643,21.42247,34.26421,11.85519,74.0633
26639000,26611000,4,FILLMORE,ST,SF,0.06,1,1,1,129.02295,1308.81421,2927.05933,1491.62659,1858.16016,7714.68311
26639000,26637000,11,SACRAMENTO,ST,SF,0.09,1,1,1,19.305,108.20143,178.37115,139.71245,97.43519,543.02521
26639000,26648000,4,FILLMORE,ST,SF,0.06,1,1,1,97.14683,585.78864,1858.73315,1003.24805,721.16315,4266.07959
26639000,30083000,11,SACRAMENTO,ST,SF,0.02,1,1,1,37.445,512.93347,884.5993,293.54114,620.26709,2348.78589
26640000,26633000,7,CALIFORNIA,ST,SF,0.09,2,2,2,399.60657,2666.56055,5202.28662,2189.06396,2703.90479,13161.42285
26640000,26634000,11,PIERCE,ST,SF,0.07,1,1,1,1.27571,68.0589,661.80859,266.94141,24.67596,1022.76056
26640000,26641000,7,CALIFORNIA,ST,SF,0.09,2,2,2,241.03868,1097.84924,3732.77441,2394.34351,2375.4082,9841.41406
26640000,26644000,11,PIERCE,ST,SF,0.03,1,1,1,17.87385,99.43385,310.33704,193.22839,217.75677,838.62988
26641000,26640000,7,CALIFORNIA,ST,SF,0.09,2,2,2,375.30115,2547.29932,4964.354,2087.29419,2536.74438,12510.99316
26641000,26642000,11,SCOTT,ST,SF,0.07,1,1,1,94.35337,747.46783,1172.21399,550.401,927.81598,3492.2522
26641000,26818000,7,CALIFORNIA,ST,SF,0.09,2,2,2,248.16559,1156.45557,4104.49902,2614.78589,2498.86816,10622.77441
26641000,26820000,11,SCOTT,ST,SF,0.06,1,1,1,52.43724,418.85016,1485.10522,687.95941,856.75452,3501.10645
26642000,26627000,11,SCOTT,ST,SF,0.07,1,1,1,65.30381,678.48486,931.7226,439.48404,678.53363,2793.52905
26642000,26641000,11,SCOTT,ST,SF,0.07,1,1,1,42.21072,263.26563,1113.94189,551.90356,720.0647,2691.38647
26642000,26643000,7,PINE,ST,SF,0.09,3,3,3,148.78767,1366.33142,6226.47656,3932.62134,3516.71729,15190.93457
26643000,26810000,12,DIVISADERO,ST,SF,0.07,2,2,2,124.32965,1125.75732,3329.8335,1510.54785,1454.17493,7544.64307
26643000,26817000,7,PINE,ST,SF,0.09,3,3,3,98.01647,1133.58643,5412.89111,3587.50415,2901.36719,13133.36523
26643000,26818000,12,DIVISADERO,ST,SF,0.07,2,2,2,132.96349,895.03918,2684.94458,1382.58826,1961.65686,7057.19238
26644000,26635000,11,PERINE,PL,SF,0.09,1,1,1,0,0,0,0,0,0
26644000,26638000,11,PIERCE,ST,SF,0.03,1,1,1,17.87385,99.43385,310.33704,193.22839,217.75677,838.62988
26644000,26640000,11,PIERCE,ST,SF,0.03,1,1,1,22.77041,167.66774,347.79697,199.62428,210.14418,948.0036
26645000,26636000,11,CLAY,ST,SF,0.09,1,1,1,8.17414,63.5265,203.45848,76.05869,74.32521,425.54303
26645000,26638000,11,PIERCE,ST,SF,0.06,1,1,1,22.77041,167.71367,347.80869,199.62659,210.14418,948.06354
26645000,26819000,11,CLAY,ST,SF,0.09,1,1,1,3.80716,26.14515,107.63407,68.17277,67.40009,273.15924
26646000,26647000,11,WEBSTER,ST,SF,0.06,1,1,1,120.68126,792.48871,1885.18396,744.33569,851.89319,4394.58301
26646000,26651000,11,WEBSTER,ST,SF,0.06,1,1,1,89.72214,346.35971,1304.25293,609.91382,838.31848,3188.56714
26646000,30082000,11,CLAY,ST,SF,0.07,1,1,1,0,1.30551,18.19503,7.34727,0,26.8478
26647000,26561000,11,SACRAMENTO,ST,SF,0.09,1,1,1,38.70718,160.95868,333.92462,180.01486,284.68839,998.2937
26647000,26605000,11,WEBSTER,ST,SF,0.06,1,1,1,369.49457,818.6015,1997.03589,799.92578,1368.14148,5353.19922
26647000,26646000,11,WEBSTER,ST,SF,0.06,1,1,1,88.16658,346.35971,1304.30078,596.48926,838.31848,3173.63477
26647000,30083000,11,SACRAMENTO,ST,SF,0.07,1,1,1,19.305,161.09412,264.7269,185.43852,864.22461,1494.78918
26648000,26636000,11,CLAY,ST,SF,0.09,1,1,1,4.25936,32.67945,121.00194,67.48345,54.42477,279.84897
26648000,26639000,4,FILLMORE,ST,SF,0.06,1,1,1,129.02295,1257.62402,2844.46753,1447.15515,1093.15662,6771.42627
26648000,26649000,4,FILLMORE,ST,SF,0.06,1,1,1,87.94692,539.45947,1837.08789,1130.67004,700.04773,4295.21191
26648000,30082000,11,CLAY,ST,SF,0.02,1,1,1,1.55555,3.31389,0,13.43834,0,18.30779
26649000,26648000,4,FILLMORE,ST,SF,0.06,1,1,1,122.89919,1346.96143,3154.61499,1472.75562,1005.57489,7102.80615
26649000,26651000,11,WASHINGTON,ST,SF,0.09,1,1,1,19.21966,117.30027,209.19742,203.62318,94.27864,643.61914
26649000,26653000,4,FILLMORE,ST,SF,0.06,1,1,1,86.91381,478.95584,1748.60193,982.67914,676.86475,3974.01538
26649000,26668000,11,WASHINGTON,ST,SF,0.09,1,1,1,1.43314,8.89301,20.27641,15.86083,4.38146,50.84484
26650000,26566000,11,JACKSON,ST,SF,0.09,1,1,1,2.99823,9.32406,32.02511,23.61972,23.67246,91.63957
26650000,26651000,11,WEBSTER,ST,SF,0.06,1,1,1,81.91029,720.04675,1762.56433,661.94141,554.95239,3781.41528
26650000,26652000,11,WEBSTER,ST,SF,0.03,1,1,1,33.39598,151.07774,706.91296,311.37064,498.38739,1701.14478
26650000,26653000,11,JACKSON,ST,SF,0.09,1,1,1,22.47968,120.96011,329.02359,209.90646,262.19467,944.56451
26651000,26564000,11,WASHINGTON,ST,SF,0.09,1,1,1,25.89484,138.8022,267.41367,93.10228,56.83269,582.04565
26651000,26646000,11,WEBSTER,ST,SF,0.06,1,1,1,120.68126,790.48035,1903.33118,751.66919,851.89319,4418.05518
26651000,26649000,11,WASHINGTON,ST,SF,0.09,1,1,1,0.52907,70.85598,302.539,159.25894,16.02347,549.20648
26651000,26650000,11,WEBSTER,ST,SF,0.06,1,1,1,50.73418,250.49155,897.14832,488.60284,659.24854,2346.22534
26652000,26650000,11,WEBSTER,ST,SF,0.03,1,1,1,62.48714,637.54559,1492.45276,570.30774,463.8183,3226.61157
26652000,26656000,11,WEBSTER,ST,SF,0.03,1,1,1,33.39598,151.07774,706.91296,311.37064,498.38739,1701.14478
26652000,50292000,11,BROMLEY,PL,SF,0.05,1,1,1,0,0,0,0,0,0
26653000,26649000,4,FILLMORE,ST,SF,0.06,1,1,1,122.37592,1321.41455,2952.27637,1366.68237,1062.40283,6825.15186
26653000,26650000,11,JACKSON,ST,SF,0.09,1,1,1,4.21695,141.47966,336.45502,82.20496,121.98392,686.34052
26653000,26657000,4,FILLMORE,ST,SF,0.06,1,1,1,69.67638,365.30066,1499.90552,937.52222,545.45935,3417.86401
26653000,26669000,11,JACKSON,ST,SF,0.09,1,1,1,41.13779,99.70476,260.866,137.13425,180.48218,719.32495
26655000,26656000,11,WEBSTER,ST,SF,0.06,1,1,1,62.56185,622.49634,1463.79626,548.58936,463.8183,3161.26221
26655000,26658000,12,BROADWAY,,SF,0.09,2,2,2,20.30569,103.42538,349.61423,200.62151,95.85749,769.82428
26655000,26662000,11,WEBSTER,ST,SF,0.07,1,1,1,39.6153,192.66431,836.28845,389.30914,587.81781,2045.69507
26655000,26670000,12,BROADWAY,,SF,0.09,2,2,2,15.10836,65.44141,286.88464,201.77376,195.77956,764.98773
26656000,26577000,11,PACIFIC,AVE,SF,0.09,1,1,1,8.99044,69.78714,183.3522,69.44844,67.41074,398.98895
26656000,26652000,11,WEBSTER,ST,SF,0.03,1,1,1,62.48714,637.54559,1492.45276,570.30774,463.8183,3226.61157
26656000,26655000,11,WEBSTER,ST,SF,0.06,1,1,1,33.44841,152.38048,706.92419,320.72784,498.38739,1711.86829
26656000,26657000,11,PACIFIC,AVE,SF,0.09,1,1,1,7.64763,35.0125,69.46149,43.81198,52.63476,208.56834
26657000,26653000,4,FILLMORE,ST,SF,0.06,1,1,1,97.9687,1140.25439,2699.70044,1208.47778,822.17755,5968.5791
26657000,26656000,11,PACIFIC,AVE,SF,0.09,1,1,1,9.14276,82.35561,188.2998,80.76807,67.41074,427.97699
26657000,26670000,4,FILLMORE,ST,SF,0.06,1,1,1,69.59691,362.78317,1381.88354,870.65936,539.77899,3224.7019
26657000,26672000,11,PACIFIC,AVE,SF,0.09,1,1,1,8.1739,33.35718,65.34396,33.31084,38.8546,179.04048
26658000,26577000,11,BUCHANAN,ST,SF,0.06,1,1,1,245.15848,532.97345,1275.48511,601.50531,1035.70044,3690.82275
26658000,26578000,12,BROADWAY,,SF,0.09,2,2,2,20.24229,267.45456,726.68848,326.03036,171.4478,1511.86353
26658000,26579000,11,BUCHANAN,ST,SF,0.07,1,1,1,60.1968,404.87363,1046.52869,509.51559,719.49939,2740.61401
26658000,26655000,12,BROADWAY,,SF,0.09,2,2,2,13.9964,62.58735,274.79459,206.03506,183.09456,740.50793
26659000,26581000,11,BUCHANAN,ST,SF,0.07,1,1,1,181.44905,240.98404,469.65399,186.97148,595.47003,1674.52856
26659000,26582000,4,UNION,ST,SF,0.04,1,1,1,14.86447,124.4267,124.77503,98.35683,93.63929,456.06232
26659000,26666000,4,UNION,ST,SF,0.09,1,1,1,32.6308,116.34127,148.21735,115.70912,103.96671,516.86523
26659000,26730000,11,BUCHANAN,ST,SF,0.07,1,1,1,43.36753,190.05014,750.65985,312.01135,554.09113,1850.18005
26661000,26581000,11,GREEN,ST,SF,0.09,1,1,1,37.28719,164.81389,243.38109,40.8595,262.29465,748.63629
26661000,26662000,11,WEBSTER,ST,SF,0.07,1,1,1,75.88786,636.77466,1602.82532,578.39844,549.39496,3443.28125
26661000,26664000,11,GREEN,ST,SF,0.09,1,1,1,38.59935,154.71263,470.68414,300.82214,303.39987,1268.21814
26661000,26666000,11,WEBSTER,ST,SF,0.07,1,1,1,39.43073,170.73581,807.80969,308.45432,581.27643,1907.70703
26662000,26579000,11,VALLEJO,ST,SF,0.09,1,1,1,0.92135,36.83426,100.36801,49.3486,40.86111,228.33333
26662000,26655000,11,WEBSTER,ST,SF,0.07,1,1,1,77.18278,661.14905,1661.5719,615.44965,571.67877,3587.03223
26662000,26661000,11,WEBSTER,ST,SF,0.07,1,1,1,39.43073,170.73581,832.34515,344.85806,581.27643,1968.64624
