A,B,FT,STREETNAME,TYPE,MTYPE,DISTANCE,LANE_AM,LANE_OP,LANE_PM,EA_PCE,AM_PCE,MD_PCE,PM_PCE,EV_PCE,DAY_PCE
20852000,50962000,11,OLMSTEAD,ST,SF,0.03,1,1,1,0,0,0,0,0,0
20853000,20854000,11,DARTMOUTH,ST,SF,0.09,1,1,1,3.3425,57.6922,167.81133,101.66135,88.96978,419.47717
20853000,20855000,12,MANSELL,ST,SF,0.06,1,1,1,41.8994,727.06586,1944.19397,1274.00134,1147.8418,5135.00244
20854000,20852000,11,OLMSTEAD,ST,SF,0.06,1,1,1,0,0,0,0,0,0
20854000,20853000,11,DARTMOUTH,ST,SF,0.09,1,1,1,12.59964,132.31239,323.02472,392.93127,173.48531,1034.35339
20854000,20856000,11,OLMSTEAD,ST,SF,0.06,1,1,1,0,0,0,0,0,0
20854000,20866000,11,DARTMOUTH,ST,SF,0.09,1,1,1,0,0,0,0,0,0
20855000,20856000,11,COLBY,ST,SF,0.09,1,1,1,0,0,0,0,0,0
20855000,20871000,12,MANSELL,ST,SF,0.06,1,1,1,41.8994,727.06586,1944.19397,1274.00134,1147.8418,5135.00244
20856000,20854000,11,OLMSTEAD,ST,SF,0.06,1,1,1,0,0,0,0,0,0
20856000,20855000,11,COLBY,ST,SF,0.09,1,1,1,0,0,0,0,0,0
20856000,20877000,11,OLMSTEAD,ST,SF,0.06,1,1,1,0,0,0,0,0,0
20856000,50961000,11,COLBY,ST,SF,0.05,1,1,1,0,0,0,0,0,0
20858000,20859000,11,KAREN,CT,SF,0.06,1,1,1,0,0,0,0,0,0
20858000,50963000,11,KAREN,CT,SF,0.03,1,1,1,0,0,0,0,0,0
20859000,20858000,11,KAREN,CT,SF,0.06,1,1,1,0,0,0,0,0,0
20859000,20885000,11,SOMERSET,ST,SF,0.05,1,1,1,0,0,0,0,0,0
20859000,50969000,11,KAREN,CT,SF,0.03,1,1,1,0,0,0,0,0,0
20861000,20863000,11,WOOLSEY,ST,SF,0.06,1,1,1,0.3617,20.55498,43.91856,19.41319,38.88652,123.13496
20861000,20864000,11,HOLYOKE,ST,SF,0.09,1,1,1,0,36.85182,43.98857,52.06079,34,166.90118
20861000,20885000,11,WOOLSEY,ST,SF,0.06,1,1,1,0,0.12214,1.2325,0.17571,0.155,1.68536
20863000,20861000,11,WOOLSEY,ST,SF,0.06,1,1,1,0,36.97396,45.22107,52.23651,34.155,168.58655
20863000,20867000,11,HAMILTON,ST,SF,0.09,1,1,1,2.26906,32.54008,108.76248,53.75444,53.01328,250.33934
20863000,20868000,11,WOOLSEY,ST,SF,0.06,1,1,1,0.61126,24.49658,51.10854,24.45434,41.49969,142.17041
20863000,20869000,11,HAMILTON,ST,SF,0.09,1,1,1,28.95918,147.30139,332.81,180.46831,199.41754,888.95642
20864000,20861000,11,HOLYOKE,ST,SF,0.09,1,1,1,0.3617,19.14713,43.37356,19.39819,38.82081,121.10139
20864000,20869000,11,WAYLAND,ST,SF,0.06,1,1,1,0.53901,15.7256,84.62335,77.70024,25.05627,203.64447
20864000,20886000,11,WAYLAND,ST,SF,0.06,1,1,1,0.46603,6.06867,13.04339,10.01357,6.14061,35.73227
20864000,20890000,11,HOLYOKE,ST,SF,0.09,1,1,1,0.71105,62.59554,77.20753,52.39912,52.15335,245.06659
20865000,20866000,4,DWIGHT,ST,SF,0.06,1,1,1,1.20929,28.7549,74.9454,245.90025,30.58449,381.39432
20865000,20867000,4,DWIGHT,ST,SF,0.06,1,1,1,1.74732,31.25155,117.73767,82.75381,35.02744,268.51776
20865000,20868000,11,BOWDOIN,ST,SF,0.09,1,1,1,12.8362,150.94351,341.09509,196.29465,175.36084,876.53027
20866000,20854000,11,DARTMOUTH,ST,SF,0.09,1,1,1,1.07643,23.78036,86.05572,256.7421,43.48689,411.14148
20866000,20865000,4,DWIGHT,ST,SF,0.06,1,1,1,0.32636,3.77263,20.07999,12.42991,9.02515,45.63404
20866000,20874000,4,DWIGHT,ST,SF,0.06,1,1,1,0.70816,1.87983,1.5565,0.87046,2.01755,7.0325
20866000,20875000,11,DARTMOUTH,ST,SF,0.09,1,1,1,6.36849,72.59888,161.01555,95.46918,77.13084,412.58295
20867000,20863000,11,HAMILTON,ST,SF,0.09,1,1,1,29.41539,164.54546,335.31183,198.08853,201.56911,928.9303
20867000,20865000,4,DWIGHT,ST,SF,0.06,1,1,1,1.20929,30.39481,79.44903,254.66533,30.67459,396.39304
20867000,33334000,4,DWIGHT,ST,SF,0.06,1,1,1,28.03446,251.56923,547.08142,266.45651,265.74918,1358.89075
20868000,20863000,11,WOOLSEY,ST,SF,0.06,1,1,1,0.93591,37.82689,79.39153,50.63732,48.60319,217.39484
20868000,20870000,11,BOWDOIN,ST,SF,0.09,1,1,1,12.77952,148.21036,330.69196,179.74269,173.04343,844.46796
20868000,20875000,11,WOOLSEY,ST,SF,0.06,1,1,1,0.62347,26.13177,55.73306,28.97457,45.67295,157.13582
20869000,20863000,11,HAMILTON,ST,SF,0.09,1,1,1,1.12649,18.38469,79.28016,42.77455,39.02669,180.59258
20869000,20864000,11,WAYLAND,ST,SF,0.06,1,1,1,1.13207,31.21911,45.08263,9.38302,23.79417,110.61102
20869000,20870000,11,WAYLAND,ST,SF,0.06,1,1,1,0.4058,10.80062,53.49753,79.3512,8.3061,152.36125
20869000,20891000,11,HAMILTON,ST,SF,0.09,1,1,1,28.81172,148.36006,331.10934,174.41245,194.87007,877.56366
20870000,20868000,11,BOWDOIN,ST,SF,0.09,1,1,1,0.89145,18.60679,33.3804,20.42988,16.30404,89.61256
20870000,20869000,11,WAYLAND,ST,SF,0.06,1,1,1,1.23469,34.42048,53.91865,29.25421,21.26929,140.09732
20870000,20911000,11,BOWDOIN,ST,SF,0.09,1,1,1,12.44093,130.34856,340.35626,236.96544,166.77141,886.88257
20871000,20877000,11,UNIVERSITY,ST,SF,0.09,1,1,1,0,0,0,0,0,0
20871000,33350000,12,MANSELL,ST,SF,0.05,2,2,2,41.8994,727.06586,1944.19397,1274.00134,1147.8418,5135.00244
20872000,20941000,11,JOHN F SHELLEY,DR,SF,0.31,1,1,1,4.84429,79.82386,262.91995,169.37856,106.52457,623.49121
20872000,20945000,12,MANSELL,ST,SF,0.25,1,1,1,27.44566,445.03421,1210.27429,814.09003,596.82825,3093.67236
20872000,33350000,12,,ST,SF,0.15,2,2,2,17.75895,425.02722,810.10529,483.87225,425.68082,2162.44458
20874000,20866000,4,DWIGHT,ST,SF,0.06,1,1,1,3.12507,55.57795,149.06197,85.86575,67.2421,360.87283
20874000,20876000,11,COLBY,ST,SF,0.09,1,1,1,0.67155,0.76809,0.37388,0.23899,1.78618,3.8387
20874000,20878000,4,DWIGHT,ST,SF,0.06,1,1,1,0.0366,1.11174,1.18261,0.63147,0.23137,3.19379
20875000,20866000,11,DARTMOUTH,ST,SF,0.09,1,1,1,0.21008,5.85722,10.48446,11.0791,9.46307,37.09393
20875000,20868000,11,WOOLSEY,ST,SF,0.06,1,1,1,0,18.12214,40.2325,18.17571,34.155,110.68536
20875000,20876000,11,WOOLSEY,ST,SF,0.06,1,1,1,6.88138,93.13213,208.47696,113.59557,115.66553,537.75159
20876000,20874000,11,COLBY,ST,SF,0.09,1,1,1,0.15848,0.03785,0.06787,1.11884,0.42122,1.80426
20876000,20875000,11,WOOLSEY,ST,SF,0.06,1,1,1,0.0995,18.38084,42.44532,18.40663,36.47982,115.8121
20876000,20879000,11,WOOLSEY,ST,SF,0.06,1,1,1,7.55294,93.90022,208.85085,113.83456,117.45171,541.59027
20877000,20856000,11,OLMSTEAD,ST,SF,0.06,1,1,1,0,0,0,0,0,0
20877000,20871000,11,UNIVERSITY,ST,SF,0.09,1,1,1,0,0,0,0,0,0
20877000,51972000,11,UNIVERSITY,ST,SF,0.05,1,1,1,0,0,0,0,0,0
20878000,20874000,4,DWIGHT,ST,SF,0.06,1,1,1,2.96659,55.5401,148.99409,84.7469,66.82088,359.06857
20878000,20879000,11,UNIVERSITY,ST,SF,0.09,1,1,1,0.0366,1.11174,1.18261,0.63147,0.23137,3.19379
20879000,20876000,11,WOOLSEY,ST,SF,0.06,1,1,1,0.25798,18.41869,42.51319,19.52547,36.90104,117.61636
20879000,20878000,11,UNIVERSITY,ST,SF,0.09,1,1,1,2.96659,55.5401,148.99409,84.7469,66.82088,359.06857
20879000,20880000,11,UNIVERSITY,ST,SF,0.09,1,1,1,7.58954,95.01195,210.03346,114.46603,117.68307,544.78406
20880000,20879000,11,UNIVERSITY,ST,SF,0.09,1,1,1,3.22457,73.95879,191.50728,104.27237,103.72192,476.68494
20880000,20881000,11,WAYLAND,ST,SF,0.06,1,1,1,1.20598,22.28845,28.39238,18.14857,13.30591,83.34129
20880000,20882000,11,UNIVERSITY,ST,SF,0.09,1,1,1,6.38356,73.13422,182.45679,96.60318,104.46967,463.04742
20881000,20880000,11,WAYLAND,ST,SF,0.06,1,1,1,0.90351,9.09942,40.27392,23.57812,19.66648,93.52145
20881000,20883000,11,WAYLAND,ST,SF,0.06,1,1,1,1.06389,22.28845,28.39238,18.14857,13.30591,83.1992
20881000,20884000,11,PRINCETON,ST,SF,0.09,1,1,1,0.14209,0,0,0,0,0.14209
20882000,20880000,11,UNIVERSITY,ST,SF,0.09,1,1,1,2.32106,65.23437,151.73943,80.85497,84.19543,384.34525
20882000,20884000,11,BACON,ST,SF,0.06,1,1,1,21.1369,196.02205,627.37653,439.3295,380.09924,1663.96423
20882000,20911000,4,BACON,ST,SF,0.17,1,1,1,22.71041,270.62903,475.04858,231.64526,228.37639,1228.40967
20882000,20919000,11,UNIVERSITY,ST,SF,0.11,1,1,1,36.05998,232.22722,640.14136,443.05954,363.81488,1715.30298
20883000,20881000,11,WAYLAND,ST,SF,0.06,1,1,1,0.42479,9.09942,40.27392,23.57812,10.40218,83.77843
20883000,20936000,11,WAYLAND,ST,SF,0.06,1,1,1,1.06389,18.44109,16.74961,13.61004,7.29544,57.16006
20883000,20938000,11,AMHERST,ST,SF,0.09,1,1,1,0,3.84736,11.64277,4.53853,6.01047,26.03914
20884000,20881000,11,PRINCETON,ST,SF,0.09,1,1,1,0.47871,0,0,0,9.26431,9.74302
20884000,20882000,11,BACON,ST,SF,0.06,1,1,1,43.62392,205.04489,372.82059,182.11743,209.62006,1013.22687
20884000,20950000,11,BACON,ST,SF,0.02,1,1,1,21.27899,196.02205,627.37653,439.3295,380.09924,1664.10632
20885000,20639000,11,WOOLSEY,ST,SF,0.06,1,1,1,0.37309,1.79137,2.1275,1.13469,5.17721,10.60385
20885000,20859000,11,SOMERSET,ST,SF,0.05,1,1,1,0,0,0,0,0,0
20885000,20861000,11,WOOLSEY,ST,SF,0.06,1,1,1,0,1.40786,0.545,0.015,0.06571,2.03357
20885000,20886000,11,SOMERSET,ST,SF,0.09,1,1,1,0.06384,2.9339,0.34598,28.6318,3.92351,35.89902
20886000,20640000,11,WAYLAND,ST,SF,0.06,1,1,1,2.93044,41.69994,119.71619,71.24075,57.39816,292.9855
20886000,20864000,11,WAYLAND,ST,SF,0.06,1,1,1,0.225,8.94059,41.18262,51.50521,7.33387,109.18729
20886000,20885000,11,SOMERSET,ST,SF,0.09,1,1,1,0.37309,1.66922,0.89499,0.95897,5.02221,8.91849
20886000,20888000,11,SOMERSET,ST,SF,0.09,1,1,1,0,0,0,0.69969,0,0.69969
20887000,20640000,11,GOETTINGEN,ST,SF,0.09,1,1,1,0.64711,44.09652,24.21186,16.25238,14.19766,99.40553
20887000,20641000,4,BACON,ST,SF,0.06,1,1,1,8.88801,183.45471,304.02228,167.0125,164.43657,827.81409
20887000,20888000,4,BACON,ST,SF,0.06,1,1,1,20.06161,220.66937,462.85553,357.56836,431.32437,1492.47925
20887000,20889000,11,GOETTINGEN,ST,SF,0.09,1,1,1,2.75292,42.9316,133.92137,33.69254,74.31303,287.61148
20888000,20886000,11,SOMERSET,ST,SF,0.09,1,1,1,0,0.00914,0.06523,0.14067,1.41691,1.63195
20888000,20887000,4,BACON,ST,SF,0.06,1,1,1,8.94169,183.32141,318.50635,170.43571,184.63222,865.8374
20888000,20890000,4,BACON,ST,SF,0.06,1,1,1,20.59371,222.64368,462.83682,350.14319,433.6275,1489.84485
20888000,20892000,11,SOMERSET,ST,SF,0.09,1,1,1,8.53773,3.11797,17.10541,8.40734,0.18635,37.3548
20889000,20653000,11,BURROWS,ST,SF,0.06,1,1,1,14.60357,64.96998,94.60266,20.16928,57.97809,252.32358
20889000,20887000,11,GOETTINGEN,ST,SF,0.09,1,1,1,1.40447,78.8287,72.35853,20.32441,40.3785,213.2946
20889000,20892000,11,BURROWS,ST,SF,0.06,1,1,1,26.79871,152.84538,371.95334,241.75067,310.02017,1103.36829
20889000,20895000,11,GOETTINGEN,ST,SF,0.09,1,1,1,7.04489,56.32722,231.24484,98.28999,129.68626,522.5932
20890000,20864000,11,HOLYOKE,ST,SF,0.09,1,1,1,0.72071,26.52542,87.994,46.5621,57.04301,218.84523
20890000,20888000,4,BACON,ST,SF,0.06,1,1,1,17.47942,186.44853,335.63208,170.85884,186.04524,896.46411
20890000,20891000,4,BACON,ST,SF,0.06,1,1,1,22.21811,255.72414,699.6886,495.99332,520.46667,1994.09082
20890000,20893000,11,HOLYOKE,ST,SF,0.09,1,1,1,2.0274,5.32463,42.50537,18.94621,30.00434,98.80795
20891000,20869000,11,HAMILTON,ST,SF,0.09,1,1,1,0.74321,11.31701,37.61768,18.49846,20.25393,88.43029
20891000,20890000,4,BACON,ST,SF,0.06,1,1,1,23.93378,293.86588,486.51871,221.04276,238.46321,1263.82434
20891000,20911000,4,BACON,ST,SF,0.06,1,1,1,23.46872,257.64209,801.45483,568.27997,534.79303,2185.63867
20891000,20914000,11,HAMILTON,ST,SF,0.09,1,1,1,35.98563,188.10942,370.52475,174.90689,250.1123,1019.63898
20892000,20888000,11,SOMERSET,ST,SF,0.09,1,1,1,0.5321,1.9743,0.0262,0,2.49338,5.02598
20892000,20889000,11,BURROWS,ST,SF,0.06,1,1,1,18.89554,78.3656,191.92615,84.73244,113.35131,487.27106
20892000,20893000,11,BURROWS,ST,SF,0.06,1,1,1,3.36249,23.87191,152.85118,106.39568,80.40386,366.88513
20892000,20900000,11,SOMERSET,ST,SF,0.09,1,1,1,30.55872,197.59305,483.78467,239.43871,263.17365,1214.54883
20893000,20890000,11,HOLYOKE,ST,SF,0.09,1,1,1,0.68032,1.99155,0.45795,0.26801,3.29222,6.69005
20893000,20892000,11,BURROWS,ST,SF,0.06,1,1,1,6.0911,5.77997,30.1553,16.3609,42.06018,100.44744
20893000,20901000,11,HOLYOKE,ST,SF,0.09,1,1,1,0.07628,1.92648,25.0801,11.81039,0.35033,39.24357
20893000,20914000,11,BURROWS,ST,SF,0.06,1,1,1,3.1532,23.89399,191.02626,138.66895,81.95506,438.69745
20894000,20655000,11,BRUSSELS,ST,SF,0.09,1,1,1,1.1516,138.92812,214.69131,146.84396,62.02632,563.6413
20894000,20896000,4,SILLIMAN,ST,SF,0.06,1,1,1,51.4212,247.98985,384.85809,160.91945,216.51987,1061.7085
20894000,20899000,11,BRUSSELS,ST,SF,0.08,1,1,1,0,0,0,62.27661,0,62.27661
20894000,20904000,4,SILLIMAN,ST,SF,0.06,1,1,1,26.13861,221.89069,681.41852,504.34525,480.88919,1914.68225
20895000,20655000,11,FELTON,ST,SF,0.06,1,1,1,11.35649,154.55949,338.34787,154.17061,157.2968,815.73126
20895000,20889000,11,GOETTINGEN,ST,SF,0.09,1,1,1,1.26647,86.01531,74.62655,21.34726,61.82571,245.0813
20895000,20900000,11,FELTON,ST,SF,0.06,1,1,1,2.46903,106.46245,336.80637,250.87303,147.4921,844.10297
20895000,20904000,11,GOETTINGEN,ST,SF,0.09,1,1,1,9.53016,32.34393,99.62389,21.41619,45.50404,208.41821
20896000,20651000,4,SILLIMAN,ST,SF,0.06,1,1,1,146.08719,721.40875,1280.91833,550.35516,760.29547,3459.06494
20896000,20654000,11,GIRARD,ST,SF,0.09,1,1,1,6.77246,157.46732,452.02731,328.80038,26.6918,971.75928
20896000,20894000,4,SILLIMAN,ST,SF,0.06,1,1,1,27.29021,360.81879,896.10986,713.35699,542.91553,2540.49146
20896000,33313000,11,GIRARD,ST,SF,0.08,1,1,1,76.94935,506.4343,1564.99829,782.17633,911.35229,3841.91064
20897000,20772000,11,BARNEVELD,AVE,SF,0.04,1,1,1,140.97914,622.53986,1563.82166,831.46881,1143.73853,4302.54785
20897000,20899000,12,SILVER,AVE,SF,0.05,1,1,1,88.18494,641.5304,1971.02112,1258.89734,1268.99878,5228.63281
20897000,33313000,12,SILVER,AVE,SF,0.01,1,1,1,142.20055,1031.41479,2079.9021,1034.70764,1038.16895,5326.39404
20899000,20894000,11,BRUSSELS,ST,SF,0.08,1,1,1,0,0,0,0,0,0
20899000,20897000,12,SILVER,AVE,SF,0.05,1,1,1,240.71136,1320.71875,2580.79834,1240.25769,1563.90051,6946.38672
20899000,20905000,12,SILVER,AVE,SF,0.06,1,1,1,88.18494,641.5304,1971.02112,1321.17395,1268.99878,5290.90918
20900000,20892000,11,SOMERSET,ST,SF,0.09,1,1,1,1.82513,115.61777,319.4183,169.18227,133.74744,739.79089
20900000,20895000,11,FELTON,ST,SF,0.06,1,1,1,13.84176,130.57622,206.72691,77.34581,74.02417,502.51486
20900000,20901000,11,FELTON,ST,SF,0.06,1,1,1,1.80097,13.31614,89.65833,123.14824,29.95734,257.88101
20900000,20902000,11,SOMERSET,ST,SF,0.09,1,1,1,26.00789,197.59305,483.78467,239.43871,254.27419,1201.09851
20901000,20893000,11,HOLYOKE,ST,SF,0.09,1,1,1,0.42475,0.78961,32.16349,36.5467,1.35875,71.2833
20901000,20900000,11,FELTON,ST,SF,0.06,1,1,1,9.29093,130.57622,206.72691,77.34581,65.12473,489.06461
20901000,20921000,11,FELTON,ST,SF,0.06,1,1,1,1.43622,13.99508,61.58289,97.13819,28.94359,203.09596
20902000,20900000,11,SOMERSET,ST,SF,0.09,1,1,1,1.15707,22.47146,72.27026,41.45748,16.21267,153.56894
20902000,20903000,4,SILLIMAN,ST,SF,0.06,1,1,1,25.17144,153.80969,570.78949,468.30972,480.64883,1698.72913
20902000,20904000,4,SILLIMAN,ST,SF,0.06,1,1,1,43.19427,247.98985,384.85809,160.91945,216.51987,1053.48157
20902000,20908000,11,SOMERSET,ST,SF,0.08,1,1,1,23.72522,197.59305,483.78467,239.43871,254.27419,1198.8158
20903000,20902000,4,SILLIMAN,ST,SF,0.06,1,1,1,40.9116,247.98985,384.85809,160.91945,216.51987,1051.19885
20903000,20909000,11,HOLYOKE,ST,SF,0.08,1,1,1,0,0,0,0,0,0
20903000,20922000,4,SILLIMAN,ST,SF,0.06,1,1,1,25.17144,153.80969,570.78949,468.30972,480.64883,1698.72913
20904000,20894000,4,SILLIMAN,ST,SF,0.06,1,1,1,50.45058,247.98985,384.85809,160.91945,216.51987,1060.73779
20904000,20895000,11,GOETTINGEN,ST,SF,0.09,1,1,1,0.94645,71.45805,99.12264,20.45027,12.0843,204.06171
20904000,20902000,4,SILLIMAN,ST,SF,0.06,1,1,1,25.6928,155.37378,604.14832,497.72672,481.26163,1764.20325
20904000,20905000,11,GOETTINGEN,ST,SF,0.08,1,1,1,2.26571,31.84741,97.32449,21.32139,44.47517,197.23418
20905000,20899000,12,SILVER,AVE,SF,0.06,1,1,1,240.71136,1320.71875,2580.79834,1240.25769,1563.90051,6946.38672
20905000,20904000,11,GOETTINGEN,ST,SF,0.08,1,1,1,0.4925,4.44461,19.55301,13.73695,11.42786,49.65493
20905000,33312000,12,SILVER,AVE,SF,0.02,1,1,1,90.45066,673.37781,2068.34546,1342.49536,1313.474,5488.14307
20907000,20772000,11,HALE,ST,SF,0.13,1,1,1,0,0,0,0,0,0
20907000,20910000,11,HALE,ST,SF,0.09,1,1,1,0,0,0,0,0,0
20907000,21017000,11,MERRILL,ST,SF,0.04,1,1,1,3.90643,38.0113,135.89273,76.83291,69.35286,323.99622
20907000,33312000,11,MERRILL,ST,SF,0.04,1,1,1,3.94286,62.10655,152.80473,105.48704,77.50052,401.84171
20908000,20902000,11,SOMERSET,ST,SF,0.08,1,1,1,0.63571,20.90737,38.91147,12.04046,15.59989,88.0949
20908000,20909000,12,SILVER,AVE,SF,0.06,1,1,1,93.1728,708.7677,2161.00366,1423.03979,1367.21997,5753.2041
20908000,33312000,12,SILVER,AVE,SF,0.03,1,1,1,244.52528,1357.36548,2715.00879,1317.92529,1636.52661,7271.35156
20909000,20903000,11,HOLYOKE,ST,SF,0.08,1,1,1,0,0,0,0,0,0
20909000,20908000,12,SILVER,AVE,SF,0.06,1,1,1,220.80006,1159.77234,2231.22412,1078.48657,1382.25232,6072.53564
20909000,20910000,11,BOYLSTON,ST,SF,0.04,1,1,1,10.02381,57.57249,240.34262,152.17688,196.95175,657.06757
20909000,20923000,12,SILVER,AVE,SF,0.05,1,1,1,83.14899,651.19519,1920.66101,1270.86292,1170.26819,5096.13623
20910000,20907000,11,HALE,ST,SF,0.09,1,1,1,0,0,0,0,0,0
20910000,20909000,11,BOYLSTON,ST,SF,0.04,1,1,1,9.5543,80.68054,130.29715,56.59918,72.61206,349.74323
20910000,20925000,11,HALE,ST,SF,0.12,1,1,1,0,0,0,0,0,0
20910000,20926000,11,BOYLSTON,ST,SF,0.04,1,1,1,10.02381,57.57249,240.34262,152.17688,196.95175,657.06757
20911000,20870000,11,BOWDOIN,ST,SF,0.09,1,1,1,1.38174,24.36484,43.46584,27.55564,22.99521,119.76328
20911000,20882000,4,BACON,ST,SF,0.17,1,1,1,26.41455,330.4209,1020.64752,756.06976,582.7948,2716.34741
20911000,20891000,4,BACON,ST,SF,0.06,1,1,1,30.77994,326.59747,516.66418,216.56409,297.45148,1388.05713
20912000,20913000,11,BOWDOIN,ST,SF,0.09,1,1,1,1.73802,21.73764,67.40365,58.29216,37.92334,187.09479
20912000,20915000,11,BOWDOIN,ST,SF,0.09,1,1,1,10.41456,55.05746,92.38918,39.93013,41.14681,238.93814
20912000,20917000,11,FELTON,ST,SF,0.06,1,1,1,2.41876,62.45193,156.91379,149.07944,76.87453,447.73843
20912000,20921000,11,FELTON,ST,SF,0.06,1,1,1,9.29651,130.07677,185.94276,76.13083,65.23842,466.68527
20913000,20912000,11,BOWDOIN,ST,SF,0.09,1,1,1,11.15681,96.9882,184.25575,96.94003,77.50858,466.84937
20913000,20914000,11,BURROWS,ST,SF,0.06,1,1,1,4.21913,6.27775,19.2445,6.04935,16.73032,52.52104
20914000,20891000,11,HAMILTON,ST,SF,0.09,1,1,1,2.32157,20.25273,148.65384,95.75821,30.83422,297.82056
20914000,20893000,11,BURROWS,ST,SF,0.06,1,1,1,4.18626,3.60583,19.19958,5.21965,15.89084,48.10217
20914000,20913000,11,BURROWS,ST,SF,0.06,1,1,1,2.87117,23.06174,90.0702,64.45972,76.13834,256.60117
20914000,20921000,11,HAMILTON,ST,SF,0.09,1,1,1,35.95842,188.14546,371.50226,175.88545,252.76248,1024.25403
20915000,20912000,11,BOWDOIN,ST,SF,0.09,1,1,1,0.44109,2.75043,9.73361,15.39435,5.60287,33.92235
20915000,20918000,11,SILLIMAN,ST,SF,0.06,1,1,1,14.4542,82.80439,274.82233,265.04401,229.30989,866.43481
20915000,20922000,11,SILLIMAN,ST,SF,0.06,1,1,1,33.26949,178.35574,267.30768,111.17065,152.31725,742.42078
20915000,20924000,11,BOWDOIN,ST,SF,0.06,1,1,1,7.86738,54.30695,89.02672,38.69392,40.80885,230.70383
20916000,20917000,11,FELTON,ST,SF,0.06,1,1,1,10.61122,151.12962,245.27396,117.16058,103.8268,628.0022
20916000,20920000,11,COLBY,ST,SF,0.09,1,1,1,0.71225,40.90298,76.78101,43.58009,35.68989,197.66623
20916000,20954000,11,FELTON,ST,SF,0.06,1,1,1,1.68464,20.85174,80.08,106.54698,41.18464,250.34801
20917000,20912000,11,FELTON,ST,SF,0.06,1,1,1,10.75036,154.23141,249.46361,119.98559,107.17074,641.60168
20917000,20916000,11,FELTON,ST,SF,0.06,1,1,1,2.3969,61.75472,156.86101,150.12708,76.87453,448.01422
20917000,20918000,11,DARTMOUTH,ST,SF,0.09,1,1,1,0.02186,0.69721,0.05277,2.5329,0,3.30474
20918000,20915000,11,SILLIMAN,ST,SF,0.06,1,1,1,33.07006,178.35574,267.30768,111.17065,152.38501,742.28912
20918000,20917000,11,DARTMOUTH,ST,SF,0.09,1,1,1,0.13914,3.10179,4.18964,6.40553,3.34394,17.18004
20918000,20920000,11,SILLIMAN,ST,SF,0.06,1,1,1,23.17142,189.36005,503.00357,389.77197,343.89133,1449.19836
20918000,20929000,11,DARTMOUTH,ST,SF,0.05,1,1,1,0.045,2.54571,6.79536,5.77786,3.64821,18.81214
20919000,20882000,11,UNIVERSITY,ST,SF,0.11,1,1,1,5.80633,155.51266,318.38095,160.09889,159.60139,799.40021
20919000,20953000,11,BURROWS,ST,SF,0.12,1,1,1,0.73799,24.95295,55.14726,38.15964,82.42477,201.42261
20919000,20954000,11,UNIVERSITY,ST,SF,0.07,1,1,1,35.32198,207.27428,584.99408,404.8999,281.39011,1513.88037
20920000,20916000,11,COLBY,ST,SF,0.09,1,1,1,0.87407,15.29838,52.46058,39.79394,27.30759,135.73456
20920000,20918000,11,SILLIMAN,ST,SF,0.06,1,1,1,36.03599,229.57124,446.10306,217.0554,237.67984,1166.44556
20920000,20965000,11,SILLIMAN,ST,SF,0.06,1,1,1,12.31332,85.7616,279.43796,266.04156,232.15132,875.70575
20920000,33333000,11,COLBY,ST,SF,0.04,1,1,1,11.57036,144.50142,300.34665,167.3105,147.4299,771.15881
20921000,20901000,11,FELTON,ST,SF,0.06,1,1,1,9.27465,130.11829,185.73486,76.07207,65.1194,466.31927
20921000,20912000,11,FELTON,ST,SF,0.06,1,1,1,1.14993,12.31739,56.8293,86.48737,26.09091,182.87491
20921000,20914000,11,HAMILTON,ST,SF,0.09,1,1,1,1.97946,16.78459,48.63038,21.69785,26.82821,115.92049
20921000,20922000,11,HAMILTON,ST,SF,0.09,1,1,1,35.99656,189.38609,375.30591,186.45177,253.88483,1041.02515
20922000,20903000,4,SILLIMAN,ST,SF,0.06,1,1,1,40.9116,247.98985,384.85809,160.91945,216.51987,1051.19885
20922000,20915000,11,SILLIMAN,ST,SF,0.06,1,1,1,12.29933,82.14466,272.00476,263.8078,229.104,859.36053
20922000,20921000,11,HAMILTON,ST,SF,0.09,1,1,1,1.70945,16.38905,47.47253,21.55458,24.97885,112.10447
20922000,20923000,11,HAMILTON,ST,SF,0.07,1,1,1,55.58752,340.15024,634.81909,292.98895,392.45981,1716.00562
20923000,20909000,12,SILVER,AVE,SF,0.05,1,1,1,211.24576,1079.0918,2100.927,1021.88745,1309.64026,5722.79248
20923000,20922000,11,HAMILTON,ST,SF,0.07,1,1,1,3.79539,46.18991,172.71971,105.484,124.10137,452.29041
20923000,20924000,12,SILVER,AVE,SF,0.06,1,1,1,79.3536,605.00531,1747.94128,1165.37891,1046.16687,4643.84619
20924000,20915000,11,BOWDOIN,ST,SF,0.06,1,1,1,0.24821,2.65964,9.18868,15.39435,5.40304,32.89392
20924000,20923000,12,SILVER,AVE,SF,0.06,1,1,1,155.65825,738.94159,1466.10779,728.8985,917.18048,4006.78662
20924000,20930000,12,SILVER,AVE,SF,0.02,1,1,1,79.10538,602.34564,1738.75256,1149.9845,1040.76379,4610.95166
20925000,20910000,11,HALE,ST,SF,0.12,1,1,1,0,0,0,0,0,0
20925000,20927000,11,BOWDOIN,ST,SF,0.05,1,1,1,0,0,0,0,0,0
20925000,20930000,11,BOWDOIN,ST,SF,0.05,1,1,1,0,0,0,0,0,0
